CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,default,application_year,application_month
no_checking,10,no_credits,retraining,3817,100_to_500,less_1,2,male,none,2,savings_insurance,26,stores,free,1,unskilled,1,none,no,1,2023,1
less_0,37,outstanding_credit,appliances,4379,100_to_500,1_to_4,4,male,none,3,unknown,33,bank,own,1,unskilled,1,yes,yes,0,2022,9
no_checking,25,prior_payments_delayed,repairs,4261,100_to_500,1_to_4,4,female,none,3,car_other,21,none,own,1,skilled,1,none,yes,0,2023,1
0_to_200,24,prior_payments_delayed,radio_tv,2008,100_to_500,1_to_4,3,female,none,4,real_estate,24,stores,free,1,skilled,1,none,yes,0,2024,10
greater_200,24,prior_payments_delayed,vacation,8192,500_to_1000,4_to_7,4,male,none,3,unknown,45,none,own,2,skilled,2,yes,yes,1,2022,10
no_checking,13,all_credits_paid_back,furniture,250,less_100,4_to_7,2,male,none,1,savings_insurance,19,none,rent,2,skilled,1,none,yes,0,2024,1
no_checking,18,all_credits_paid_back,furniture,616,less_100,4_to_7,1,male,none,2,savings_insurance,23,none,rent,1,skilled,1,none,yes,0,2021,4
greater_200,9,credits_paid_to_date,car_used,250,less_100,4_to_7,2,male,none,2,savings_insurance,42,none,rent,1,skilled,1,none,yes,0,2021,6
less_0,15,all_credits_paid_back,furniture,250,less_100,less_1,3,male,none,2,real_estate,19,none,own,2,skilled,1,none,yes,0,2022,4
no_checking,31,prior_payments_delayed,appliances,4447,100_to_500,4_to_7,4,female,none,3,savings_insurance,53,none,own,1,skilled,1,none,yes,0,2022,6
0_to_200,12,credits_paid_to_date,furniture,1361,less_100,less_1,1,female,none,1,savings_insurance,40,stores,own,1,skilled,1,none,yes,0,2022,1
0_to_200,20,credits_paid_to_date,car_new,2468,less_100,4_to_7,3,male,none,5,real_estate,55,none,own,1,management_self-employed,1,none,yes,0,2023,10
no_checking,43,credits_paid_to_date,appliances,2758,100_to_500,4_to_7,4,female,none,1,savings_insurance,41,none,own,1,skilled,1,none,yes,0,2022,11
less_0,6,credits_paid_to_date,car_new,853,100_to_500,less_1,1,female,none,1,savings_insurance,19,none,rent,2,skilled,1,none,yes,0,2023,1
less_0,13,all_credits_paid_back,car_used,2248,less_100,less_1,1,female,none,2,real_estate,22,none,rent,1,skilled,1,none,yes,0,2024,12
no_checking,20,outstanding_credit,radio_tv,6064,500_to_1000,1_to_4,3,male,none,4,unknown,45,none,own,1,management_self-employed,1,yes,yes,1,2021,6
greater_200,9,credits_paid_to_date,car_new,1662,greater_1000,less_1,1,male,co-applicant,1,real_estate,47,none,own,2,skilled,1,yes,yes,0,2023,12
less_0,7,credits_paid_to_date,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,0,2021,7
0_to_200,15,credits_paid_to_date,car_used,1614,100_to_500,less_1,3,female,none,4,real_estate,35,none,rent,1,skilled,1,none,yes,0,2021,10
no_checking,32,prior_payments_delayed,repairs,3933,100_to_500,4_to_7,4,male,none,4,car_other,35,none,own,2,skilled,1,none,yes,1,2023,3
less_0,11,all_credits_paid_back,car_used,1905,100_to_500,unemployed,3,female,none,3,car_other,19,none,rent,2,skilled,2,none,yes,0,2023,2
less_0,6,credits_paid_to_date,car_new,695,less_100,1_to_4,1,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,0,2022,6
greater_200,32,credits_paid_to_date,retraining,11639,less_100,greater_7,3,female,guarantor,3,savings_insurance,40,none,rent,3,unskilled,2,none,no,0,2022,6
no_checking,17,outstanding_credit,appliances,2302,100_to_500,greater_7,4,male,none,3,car_other,50,none,own,1,management_self-employed,1,none,yes,0,2022,10
no_checking,24,outstanding_credit,education,5419,500_to_1000,1_to_4,1,male,none,4,car_other,46,none,own,1,management_self-employed,1,none,yes,0,2021,2
no_checking,18,credits_paid_to_date,retraining,3947,less_100,1_to_4,3,male,co-applicant,5,savings_insurance,37,none,own,1,skilled,1,yes,yes,1,2022,6
no_checking,22,prior_payments_delayed,appliances,3940,500_to_1000,greater_7,4,male,none,2,car_other,35,stores,own,2,unskilled,2,yes,yes,1,2021,5
no_checking,45,outstanding_credit,other,9036,500_to_1000,4_to_7,4,male,none,5,car_other,46,none,free,2,management_self-employed,1,none,yes,1,2024,12
less_0,13,all_credits_paid_back,radio_tv,1517,100_to_500,less_1,1,female,none,3,real_estate,23,none,rent,1,skilled,1,none,yes,0,2023,4
no_checking,34,outstanding_credit,appliances,4946,500_to_1000,greater_7,4,male,co-applicant,2,car_other,54,none,free,2,skilled,1,yes,yes,1,2024,10
no_checking,28,outstanding_credit,furniture,4371,500_to_1000,greater_7,4,male,none,2,car_other,41,none,free,1,skilled,1,yes,yes,0,2024,2
less_0,24,credits_paid_to_date,retraining,2978,less_100,1_to_4,2,female,none,1,savings_insurance,19,bank,rent,1,unskilled,1,none,yes,0,2022,12
0_to_200,9,prior_payments_delayed,car_new,4068,less_100,4_to_7,4,male,none,1,savings_insurance,34,bank,rent,1,unskilled,1,yes,yes,0,2021,5
no_checking,42,prior_payments_delayed,furniture,8268,500_to_1000,4_to_7,4,male,co-applicant,2,car_other,19,none,free,2,skilled,1,yes,yes,1,2023,6
greater_200,23,all_credits_paid_back,car_used,3296,less_100,less_1,3,female,none,2,car_other,35,none,own,1,skilled,1,none,yes,0,2022,2
no_checking,10,no_credits,car_new,250,less_100,1_to_4,3,female,none,2,real_estate,38,none,own,1,management_self-employed,2,none,yes,0,2024,9
no_checking,29,prior_payments_delayed,radio_tv,7188,500_to_1000,1_to_4,3,male,none,5,savings_insurance,47,none,own,2,management_self-employed,1,none,yes,1,2024,10
0_to_200,20,prior_payments_delayed,radio_tv,3918,less_100,less_1,4,male,none,4,car_other,32,stores,own,2,unskilled,1,none,yes,0,2021,8
0_to_200,28,credits_paid_to_date,furniture,4531,less_100,4_to_7,3,male,none,2,savings_insurance,42,none,own,1,skilled,1,yes,yes,0,2022,9
less_0,6,outstanding_credit,appliances,1120,500_to_1000,greater_7,1,female,none,2,real_estate,56,stores,free,2,unskilled,1,yes,no,0,2021,8
less_0,17,credits_paid_to_date,repairs,3794,less_100,1_to_4,2,male,none,3,real_estate,20,none,own,1,skilled,2,none,yes,0,2024,1
0_to_200,12,prior_payments_delayed,radio_tv,2497,less_100,4_to_7,2,male,none,2,car_other,45,none,own,1,skilled,1,none,yes,0,2021,3
no_checking,37,outstanding_credit,furniture,3991,greater_1000,greater_7,4,male,none,4,car_other,34,none,own,2,skilled,1,none,yes,1,2023,8
no_checking,36,outstanding_credit,appliances,9038,500_to_1000,1_to_4,2,male,none,3,unknown,42,none,own,1,skilled,1,none,yes,0,2023,2
no_checking,28,prior_payments_delayed,appliances,5302,100_to_500,4_to_7,2,male,none,2,unknown,36,none,own,2,skilled,1,yes,yes,1,2024,3
less_0,16,all_credits_paid_back,car_new,250,100_to_500,less_1,1,male,none,2,savings_insurance,19,none,rent,2,skilled,1,none,yes,0,2023,12
0_to_200,10,prior_payments_delayed,car_new,4198,less_100,4_to_7,4,male,co-applicant,4,car_other,49,none,own,1,skilled,1,none,yes,1,2024,7
0_to_200,23,credits_paid_to_date,car_used,980,100_to_500,unemployed,1,male,none,1,savings_insurance,24,none,rent,1,skilled,1,none,yes,0,2021,11
0_to_200,21,credits_paid_to_date,repairs,4148,less_100,4_to_7,1,female,none,4,car_other,31,stores,own,1,unskilled,1,none,yes,0,2024,11
no_checking,39,prior_payments_delayed,appliances,10418,100_to_500,4_to_7,4,male,co-applicant,3,car_other,57,none,free,1,skilled,1,yes,yes,0,2022,8
0_to_200,16,prior_payments_delayed,radio_tv,2267,100_to_500,less_1,4,female,none,3,car_other,41,none,rent,1,skilled,2,none,yes,1,2023,3
greater_200,20,outstanding_credit,appliances,3682,100_to_500,4_to_7,4,male,none,2,car_other,49,bank,own,1,unemployed,1,yes,yes,0,2023,5
0_to_200,20,credits_paid_to_date,vacation,1890,less_100,1_to_4,4,female,none,1,car_other,21,none,free,1,skilled,1,none,yes,0,2023,12
0_to_200,23,credits_paid_to_date,vacation,3461,100_to_500,1_to_4,1,female,none,2,real_estate,35,none,own,1,skilled,1,none,yes,0,2021,7
no_checking,13,prior_payments_delayed,car_used,803,greater_1000,1_to_4,1,male,none,5,real_estate,32,none,own,1,management_self-employed,1,yes,yes,0,2021,3
0_to_200,33,credits_paid_to_date,radio_tv,4815,less_100,4_to_7,4,female,none,2,unknown,46,stores,own,2,skilled,1,yes,yes,0,2022,2
less_0,22,prior_payments_delayed,furniture,3657,500_to_1000,greater_7,4,male,none,1,car_other,38,stores,own,2,skilled,1,none,yes,0,2022,7
no_checking,8,credits_paid_to_date,furniture,2828,less_100,1_to_4,4,female,none,4,real_estate,42,none,own,1,skilled,1,yes,yes,0,2023,2
0_to_200,9,credits_paid_to_date,furniture,683,less_100,less_1,1,female,none,3,savings_insurance,38,stores,own,1,skilled,1,none,yes,0,2024,8
less_0,7,all_credits_paid_back,car_new,2261,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,0,2024,9
0_to_200,6,all_credits_paid_back,car_used,2683,less_100,1_to_4,3,female,co-applicant,3,real_estate,40,none,own,1,skilled,1,none,yes,1,2024,10
no_checking,21,prior_payments_delayed,radio_tv,7029,100_to_500,4_to_7,3,female,none,4,unknown,55,none,free,2,skilled,1,yes,yes,0,2023,11
no_checking,29,outstanding_credit,repairs,6383,500_to_1000,4_to_7,4,male,none,1,unknown,32,none,own,1,skilled,1,yes,yes,0,2024,9
no_checking,7,all_credits_paid_back,furniture,961,less_100,1_to_4,2,male,guarantor,1,unknown,28,none,free,1,unemployed,1,none,no,0,2022,7
0_to_200,22,credits_paid_to_date,retraining,3594,less_100,less_1,2,female,none,4,savings_insurance,34,none,own,1,skilled,1,none,yes,0,2022,9
0_to_200,6,no_credits,car_new,3709,less_100,unemployed,1,female,none,2,car_other,22,none,own,1,skilled,1,none,yes,0,2024,5
less_0,14,credits_paid_to_date,furniture,1883,less_100,4_to_7,2,male,none,3,savings_insurance,22,stores,own,1,skilled,1,none,yes,0,2022,5
0_to_200,14,credits_paid_to_date,retraining,2631,less_100,unemployed,2,male,guarantor,5,car_other,31,stores,rent,1,unskilled,1,yes,yes,1,2022,9
less_0,10,prior_payments_delayed,retraining,2900,less_100,1_to_4,2,female,none,2,car_other,36,none,rent,1,skilled,1,none,yes,0,2023,12
less_0,16,credits_paid_to_date,car_new,3116,less_100,less_1,2,female,co-applicant,5,savings_insurance,41,none,own,1,skilled,1,none,yes,0,2024,11
0_to_200,8,prior_payments_delayed,repairs,1094,less_100,unemployed,2,male,none,1,real_estate,21,none,free,1,management_self-employed,1,none,no,0,2021,2
no_checking,28,outstanding_credit,furniture,5149,500_to_1000,greater_7,4,male,none,3,unknown,40,none,free,2,skilled,2,yes,yes,1,2023,5
less_0,6,prior_payments_delayed,furniture,250,less_100,less_1,1,female,none,3,car_other,57,none,rent,1,skilled,1,none,yes,0,2024,10
no_checking,45,outstanding_credit,retraining,6811,500_to_1000,4_to_7,4,male,none,5,savings_insurance,41,stores,free,3,unskilled,1,yes,yes,1,2024,8
less_0,11,credits_paid_to_date,furniture,1922,500_to_1000,1_to_4,4,male,none,1,real_estate,19,none,own,1,skilled,1,none,yes,0,2022,3
0_to_200,6,all_credits_paid_back,car_used,250,less_100,1_to_4,3,female,none,1,savings_insurance,20,none,rent,2,skilled,1,none,yes,0,2024,2
less_0,17,prior_payments_delayed,car_used,2224,less_100,1_to_4,1,male,none,3,car_other,28,none,own,3,skilled,1,none,yes,0,2021,6
less_0,13,prior_payments_delayed,appliances,2954,less_100,4_to_7,1,male,none,3,savings_insurance,19,stores,own,1,unskilled,1,none,yes,1,2023,12
0_to_200,16,credits_paid_to_date,furniture,3703,100_to_500,4_to_7,4,female,none,2,car_other,34,none,own,2,skilled,1,yes,yes,0,2023,8
no_checking,28,prior_payments_delayed,vacation,3446,500_to_1000,1_to_4,3,male,none,2,real_estate,38,stores,rent,1,skilled,2,none,yes,1,2024,10
no_checking,23,outstanding_credit,furniture,5454,unknown,4_to_7,4,male,co-applicant,4,car_other,69,none,free,2,management_self-employed,2,yes,yes,1,2022,7
no_checking,40,prior_payments_delayed,appliances,3904,500_to_1000,greater_7,4,male,none,3,car_other,59,bank,own,2,unemployed,2,yes,yes,1,2021,5
less_0,11,prior_payments_delayed,car_used,3294,less_100,1_to_4,1,male,none,3,car_other,26,none,own,2,skilled,1,none,yes,0,2022,9
0_to_200,6,all_credits_paid_back,appliances,1887,500_to_1000,1_to_4,4,female,guarantor,3,savings_insurance,34,bank,own,1,management_self-employed,1,none,no,0,2022,11
less_0,16,prior_payments_delayed,furniture,4117,500_to_1000,greater_7,4,male,none,1,car_other,43,stores,own,1,skilled,1,none,yes,0,2024,6
less_0,6,no_credits,car_new,250,less_100,unemployed,1,male,none,2,real_estate,21,none,rent,1,skilled,1,none,yes,0,2024,2
greater_200,6,all_credits_paid_back,education,5209,less_100,unemployed,2,female,none,2,savings_insurance,24,none,own,2,management_self-employed,1,none,yes,0,2022,8
less_0,14,all_credits_paid_back,radio_tv,410,500_to_1000,1_to_4,3,male,none,1,unknown,43,none,rent,2,skilled,2,yes,no,0,2023,4
greater_200,6,all_credits_paid_back,car_new,2840,less_100,1_to_4,3,female,none,2,car_other,47,none,own,1,skilled,1,yes,yes,0,2024,1
less_0,18,prior_payments_delayed,appliances,1076,less_100,4_to_7,1,male,none,1,savings_insurance,19,stores,own,2,unskilled,1,none,yes,1,2023,2
less_0,6,credits_paid_to_date,car_new,250,less_100,unemployed,1,female,none,1,real_estate,27,none,rent,1,skilled,1,none,yes,0,2022,4
less_0,6,all_credits_paid_back,car_new,1095,less_100,unemployed,1,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,0,2022,11
no_checking,20,prior_payments_delayed,furniture,7014,100_to_500,greater_7,4,male,none,4,car_other,44,stores,own,2,unskilled,2,none,yes,0,2022,4
0_to_200,22,prior_payments_delayed,car_new,2545,less_100,4_to_7,3,male,none,2,savings_insurance,35,bank,rent,1,unskilled,1,yes,yes,0,2021,1
less_0,17,credits_paid_to_date,car_used,250,less_100,4_to_7,3,female,none,3,real_estate,43,none,free,2,skilled,2,none,yes,0,2024,12
0_to_200,11,credits_paid_to_date,car_new,1515,less_100,less_1,2,female,none,4,real_estate,28,none,own,1,skilled,1,none,yes,0,2024,3
no_checking,49,outstanding_credit,appliances,7080,unknown,greater_7,4,male,co-applicant,4,unknown,69,bank,own,3,unemployed,2,yes,yes,1,2023,5
greater_200,22,all_credits_paid_back,retraining,351,unknown,4_to_7,3,male,none,1,real_estate,19,bank,own,1,unemployed,1,yes,no,0,2021,2
no_checking,42,outstanding_credit,appliances,6846,greater_1000,greater_7,4,male,co-applicant,4,unknown,51,none,own,2,skilled,1,none,yes,1,2024,7
no_checking,30,prior_payments_delayed,appliances,2532,unknown,4_to_7,3,male,co-applicant,2,savings_insurance,41,none,own,1,skilled,2,none,yes,0,2022,2
no_checking,38,prior_payments_delayed,other,5999,unknown,greater_7,4,male,none,2,savings_insurance,51,none,own,3,skilled,1,yes,yes,1,2021,1
no_checking,39,credits_paid_to_date,appliances,3412,100_to_500,4_to_7,4,female,none,3,savings_insurance,37,none,own,1,skilled,2,none,yes,0,2024,10
0_to_200,6,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,real_estate,26,none,own,1,skilled,1,none,yes,0,2022,9
less_0,18,all_credits_paid_back,car_new,548,less_100,less_1,1,female,none,2,real_estate,22,none,rent,1,skilled,1,none,yes,0,2021,7
less_0,12,all_credits_paid_back,radio_tv,1535,100_to_500,less_1,2,female,none,1,real_estate,24,none,rent,1,skilled,1,none,yes,0,2022,5
no_checking,39,prior_payments_delayed,appliances,8824,100_to_500,4_to_7,4,male,co-applicant,3,car_other,61,none,free,3,skilled,1,yes,yes,0,2022,8
no_checking,34,prior_payments_delayed,appliances,3504,500_to_1000,less_1,3,female,co-applicant,2,savings_insurance,24,none,own,1,skilled,1,yes,yes,1,2024,10
greater_200,23,outstanding_credit,appliances,4068,100_to_500,4_to_7,4,male,none,1,car_other,42,bank,own,1,unemployed,1,yes,yes,0,2021,10
0_to_200,16,prior_payments_delayed,radio_tv,3969,less_100,less_1,3,male,none,4,car_other,31,stores,own,2,unskilled,1,none,yes,0,2024,7
no_checking,29,prior_payments_delayed,appliances,3029,500_to_1000,less_1,3,female,co-applicant,1,savings_insurance,35,none,own,1,skilled,1,yes,yes,1,2024,2
no_checking,6,credits_paid_to_date,vacation,4340,less_100,4_to_7,2,male,none,1,car_other,43,none,own,1,management_self-employed,1,yes,yes,1,2021,5
0_to_200,16,credits_paid_to_date,vacation,3630,less_100,1_to_4,2,female,none,2,savings_insurance,26,none,rent,2,skilled,1,none,yes,0,2022,10
0_to_200,13,credits_paid_to_date,furniture,2565,less_100,4_to_7,3,male,none,1,savings_insurance,33,none,rent,1,skilled,1,none,yes,0,2021,7
0_to_200,19,prior_payments_delayed,car_new,4224,greater_1000,greater_7,4,male,none,3,unknown,36,none,own,2,skilled,1,none,yes,0,2022,2
no_checking,27,prior_payments_delayed,repairs,2315,500_to_1000,less_1,3,female,guarantor,4,car_other,45,bank,rent,3,unskilled,1,yes,yes,0,2021,9
no_checking,43,outstanding_credit,retraining,8977,greater_1000,greater_7,4,male,guarantor,5,unknown,61,none,free,2,skilled,1,yes,yes,1,2021,8
0_to_200,7,credits_paid_to_date,car_new,1664,500_to_1000,1_to_4,3,male,none,3,savings_insurance,35,none,own,2,skilled,1,none,yes,0,2024,12
less_0,8,credits_paid_to_date,car_used,419,less_100,4_to_7,2,male,none,1,savings_insurance,28,stores,own,1,skilled,1,none,yes,0,2023,8
0_to_200,18,credits_paid_to_date,car_used,3030,100_to_500,unemployed,1,male,none,4,savings_insurance,19,none,rent,1,skilled,1,none,yes,0,2023,7
less_0,6,prior_payments_delayed,furniture,1977,less_100,4_to_7,2,male,none,3,real_estate,30,none,rent,1,skilled,1,none,yes,0,2024,9
no_checking,27,outstanding_credit,furniture,6128,unknown,4_to_7,4,male,co-applicant,4,car_other,55,none,free,3,management_self-employed,2,yes,yes,1,2022,2
greater_200,10,credits_paid_to_date,car_used,850,less_100,4_to_7,2,male,none,2,savings_insurance,44,none,rent,1,skilled,1,none,yes,0,2024,12
greater_200,15,prior_payments_delayed,business,2522,greater_1000,greater_7,2,female,guarantor,3,real_estate,19,stores,free,2,skilled,1,yes,yes,0,2022,1
no_checking,24,all_credits_paid_back,radio_tv,1221,less_100,unemployed,3,female,co-applicant,5,car_other,50,none,rent,1,skilled,1,none,yes,0,2024,3
no_checking,29,prior_payments_delayed,appliances,5217,100_to_500,4_to_7,4,male,none,3,unknown,50,none,own,2,skilled,1,yes,yes,1,2021,3
no_checking,10,credits_paid_to_date,vacation,2557,less_100,4_to_7,1,male,none,4,car_other,41,none,own,1,management_self-employed,1,yes,yes,1,2024,8
less_0,12,all_credits_paid_back,car_new,1438,less_100,less_1,2,female,none,1,car_other,30,stores,own,1,skilled,1,none,yes,0,2024,11
no_checking,28,outstanding_credit,appliances,7727,500_to_1000,1_to_4,4,male,none,3,unknown,38,none,own,1,skilled,1,none,yes,0,2021,1
no_checking,17,prior_payments_delayed,radio_tv,3507,100_to_500,less_1,3,female,none,3,car_other,44,none,own,1,skilled,2,yes,yes,0,2022,9
no_checking,29,prior_payments_delayed,business,6289,greater_1000,greater_7,2,male,none,3,car_other,49,none,own,1,skilled,1,none,yes,1,2024,1
no_checking,36,outstanding_credit,repairs,5997,unknown,greater_7,4,male,co-applicant,3,car_other,41,none,free,2,management_self-employed,2,yes,yes,1,2022,4
0_to_200,9,all_credits_paid_back,car_new,385,less_100,1_to_4,2,female,none,1,real_estate,23,none,own,1,skilled,2,none,yes,0,2022,9
no_checking,10,prior_payments_delayed,furniture,850,unknown,4_to_7,3,male,none,3,car_other,46,none,own,1,skilled,1,yes,yes,0,2022,5
0_to_200,25,credits_paid_to_date,furniture,4063,less_100,less_1,2,female,co-applicant,4,car_other,50,none,own,2,skilled,1,none,yes,0,2023,8
0_to_200,21,credits_paid_to_date,radio_tv,2922,less_100,less_1,2,male,none,2,savings_insurance,19,none,own,2,skilled,1,none,yes,0,2021,3
greater_200,6,credits_paid_to_date,vacation,3693,less_100,less_1,4,female,none,4,savings_insurance,23,none,own,2,management_self-employed,1,none,yes,0,2024,7
less_0,19,credits_paid_to_date,repairs,3434,less_100,1_to_4,4,male,none,2,real_estate,25,none,own,1,skilled,1,none,yes,0,2024,6
less_0,38,no_credits,appliances,7858,unknown,unemployed,4,male,co-applicant,4,savings_insurance,36,stores,rent,1,skilled,2,yes,yes,1,2024,12
no_checking,29,outstanding_credit,appliances,7092,500_to_1000,4_to_7,4,male,none,3,car_other,39,none,own,1,skilled,1,none,yes,1,2022,9
no_checking,16,credits_paid_to_date,furniture,3376,less_100,1_to_4,3,female,none,2,real_estate,38,none,own,1,skilled,1,yes,yes,0,2021,11
less_0,9,all_credits_paid_back,furniture,2218,less_100,less_1,1,female,none,1,car_other,34,bank,own,1,unemployed,1,none,yes,0,2022,9
no_checking,27,prior_payments_delayed,repairs,3564,100_to_500,4_to_7,3,male,none,4,car_other,19,none,own,3,skilled,1,none,yes,1,2023,2
less_0,6,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,3,real_estate,22,none,own,1,skilled,1,none,yes,0,2024,4
less_0,12,credits_paid_to_date,furniture,3513,less_100,4_to_7,3,male,none,1,savings_insurance,37,bank,own,1,unemployed,2,none,yes,0,2021,8
less_0,14,prior_payments_delayed,car_used,2297,100_to_500,4_to_7,2,male,none,2,car_other,32,stores,rent,1,skilled,1,none,yes,0,2023,9
less_0,6,prior_payments_delayed,car_used,1316,less_100,1_to_4,2,male,none,4,car_other,23,none,own,2,skilled,1,none,yes,0,2024,6
0_to_200,12,prior_payments_delayed,business,2465,less_100,4_to_7,2,female,none,4,savings_insurance,41,none,own,1,unskilled,1,yes,yes,0,2024,9
less_0,16,all_credits_paid_back,car_used,1160,100_to_500,unemployed,3,female,none,5,car_other,26,none,rent,1,skilled,2,none,yes,0,2022,12
0_to_200,31,credits_paid_to_date,furniture,3964,less_100,less_1,3,female,co-applicant,3,car_other,45,none,own,1,skilled,1,none,yes,0,2024,1
greater_200,13,no_credits,business,911,100_to_500,unemployed,3,male,none,1,unknown,19,stores,own,1,unemployed,1,yes,yes,0,2021,8
0_to_200,20,credits_paid_to_date,car_used,4879,less_100,less_1,2,male,none,2,real_estate,35,none,rent,1,skilled,1,none,yes,0,2024,9
no_checking,10,credits_paid_to_date,furniture,1459,500_to_1000,greater_7,2,male,none,1,savings_insurance,33,none,own,1,skilled,1,none,yes,0,2024,12
no_checking,25,prior_payments_delayed,repairs,4076,100_to_500,1_to_4,4,female,none,1,car_other,31,none,own,1,skilled,1,none,yes,0,2024,8
less_0,22,credits_paid_to_date,car_used,687,less_100,4_to_7,1,male,none,1,savings_insurance,30,stores,own,1,skilled,1,none,yes,0,2024,8
no_checking,30,prior_payments_delayed,furniture,2293,100_to_500,1_to_4,3,female,none,3,real_estate,41,stores,own,1,unskilled,1,yes,yes,0,2024,2
less_0,14,all_credits_paid_back,appliances,2062,less_100,unemployed,1,female,none,1,car_other,29,stores,own,1,skilled,1,none,yes,1,2022,3
no_checking,15,outstanding_credit,appliances,1667,100_to_500,greater_7,3,male,none,2,car_other,41,none,own,2,management_self-employed,1,none,yes,0,2024,5
no_checking,10,credits_paid_to_date,furniture,250,500_to_1000,greater_7,4,male,none,1,savings_insurance,42,none,own,1,skilled,1,none,yes,0,2022,12
no_checking,28,prior_payments_delayed,furniture,5737,100_to_500,4_to_7,2,male,none,5,unknown,54,none,free,2,skilled,1,yes,yes,1,2024,2
no_checking,33,prior_payments_delayed,radio_tv,5285,500_to_1000,1_to_4,3,male,none,4,savings_insurance,35,none,own,2,management_self-employed,1,none,yes,1,2023,12
less_0,37,outstanding_credit,appliances,3186,100_to_500,1_to_4,4,male,none,3,unknown,27,bank,own,1,unskilled,1,yes,yes,0,2023,1
no_checking,43,credits_paid_to_date,vacation,6011,unknown,greater_7,4,male,none,5,car_other,32,none,own,2,skilled,2,yes,yes,1,2022,10
no_checking,17,prior_payments_delayed,car_used,762,greater_1000,1_to_4,3,male,none,3,real_estate,24,none,own,1,management_self-employed,2,yes,yes,0,2022,10
0_to_200,17,prior_payments_delayed,car_new,7212,100_to_500,1_to_4,3,male,none,3,car_other,33,none,rent,2,management_self-employed,1,none,yes,0,2024,3
0_to_200,18,prior_payments_delayed,retraining,7604,500_to_1000,1_to_4,3,male,none,3,unknown,44,none,free,3,skilled,1,yes,yes,1,2023,9
no_checking,6,prior_payments_delayed,furniture,1649,unknown,4_to_7,3,male,none,3,car_other,42,none,own,1,skilled,1,yes,yes,0,2024,2
0_to_200,34,outstanding_credit,furniture,6106,100_to_500,greater_7,3,male,none,5,unknown,43,none,own,3,skilled,2,yes,yes,1,2024,7
no_checking,20,credits_paid_to_date,radio_tv,1880,greater_1000,1_to_4,2,male,none,5,savings_insurance,28,none,rent,2,skilled,1,none,yes,1,2022,3
greater_200,22,credits_paid_to_date,radio_tv,5280,less_100,less_1,4,male,none,4,car_other,38,stores,own,2,unskilled,1,none,yes,0,2021,7
no_checking,54,outstanding_credit,appliances,6467,unknown,greater_7,4,male,co-applicant,5,unknown,59,bank,own,2,unemployed,2,yes,yes,1,2024,1
less_0,9,all_credits_paid_back,car_new,2905,less_100,unemployed,1,female,none,2,real_estate,21,none,rent,1,management_self-employed,1,none,yes,0,2022,6
no_checking,18,prior_payments_delayed,appliances,1372,unknown,4_to_7,4,male,co-applicant,4,savings_insurance,23,none,own,2,skilled,1,none,yes,0,2022,4
less_0,10,all_credits_paid_back,furniture,250,less_100,unemployed,3,female,none,2,savings_insurance,31,bank,rent,1,unemployed,2,yes,yes,0,2023,2
0_to_200,13,credits_paid_to_date,vacation,2482,less_100,1_to_4,2,female,none,1,car_other,41,none,free,1,skilled,1,none,yes,0,2022,11
0_to_200,8,prior_payments_delayed,furniture,1946,500_to_1000,4_to_7,1,female,none,3,savings_insurance,57,stores,rent,3,skilled,1,none,yes,1,2024,2
greater_200,19,all_credits_paid_back,car_used,3457,less_100,less_1,4,female,none,2,car_other,28,none,own,1,skilled,2,none,yes,0,2023,7
no_checking,22,outstanding_credit,car_used,4870,500_to_1000,1_to_4,1,male,none,1,car_other,43,none,own,1,skilled,2,yes,yes,1,2021,4
0_to_200,25,credits_paid_to_date,repairs,942,less_100,4_to_7,3,male,none,1,savings_insurance,27,bank,rent,1,unemployed,2,none,yes,0,2023,12
0_to_200,17,prior_payments_delayed,furniture,652,500_to_1000,4_to_7,3,male,none,1,savings_insurance,27,none,own,2,skilled,2,yes,yes,0,2023,2
no_checking,26,prior_payments_delayed,radio_tv,4582,100_to_500,less_1,3,female,none,5,real_estate,56,none,own,2,management_self-employed,1,none,yes,0,2021,11
no_checking,24,prior_payments_delayed,appliances,5744,100_to_500,4_to_7,3,male,none,1,unknown,39,none,own,2,skilled,1,yes,yes,1,2024,12
0_to_200,18,prior_payments_delayed,retraining,3854,less_100,less_1,2,male,none,3,real_estate,30,none,own,1,skilled,1,yes,yes,0,2021,3
less_0,16,all_credits_paid_back,car_new,250,100_to_500,less_1,1,male,none,2,savings_insurance,19,none,rent,2,skilled,1,none,yes,0,2022,5
0_to_200,6,all_credits_paid_back,car_used,1568,less_100,unemployed,2,female,none,3,real_estate,19,none,rent,2,management_self-employed,1,none,yes,0,2023,7
